Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Proft,Operating Margin,Sales Method
Foot Locker,1128299,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70,350,24500,7350,0.3,Outlet
Foot Locker,1128299,12/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65,475,30875,15438,0.5,Outlet
Foot Locker,1128299,12/10/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50,275,13750,4125,0.3,Outlet
Foot Locker,1128299,12/11/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45,200,9000,3150,0.35,Outlet
Foot Locker,1128299,12/12/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,175,7875,2756,0.35,Outlet
Foot Locker,1128299,12/13/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55,125,6875,2063,0.3,Outlet
Foot Locker,1128299,12/14/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60,225,13500,3375,0.25,Outlet
Foot Locker,1128299,12/15/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60,400,24000,12000,0.5,Outlet
Foot Locker,1128299,12/16/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50,225,11250,3375,0.3,Outlet
Foot Locker,1128299,12/17/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,50,125,6250,2188,0.35,Outlet
Foot Locker,1128299,12/18/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,50,100,5000,1750,0.35,Outlet
Foot Locker,1128299,12/19/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60,100,6000,1800,0.3,Outlet
Foot Locker,1128299,12/20/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,65,225,14625,3656,0.25,Outlet
Foot Locker,1128299,12/21/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70,375,26250,14438,0.55,Outlet
Foot Locker,1128299,12/22/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60,200,12000,4200,0.35,Outlet
Foot Locker,1128299,12/23/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,60,195,11700,4680,0.4,Outlet
Foot Locker,1128299,12/24/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60,175,10500,4200,0.4,Outlet
Foot Locker,1128299,12/25/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70,150,10500,3675,0.35,Outlet
Foot Locker,1128299,12/26/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75,250,18750,5625,0.3,Outlet
Foot Locker,1128299,12/27/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70,475,33250,18288,0.55,Outlet
Foot Locker,1128299,12/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60,275,16500,5775,0.35,Outlet
Foot Locker,1128299,12/29/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,60,225,13500,5400,0.4,Outlet
Foot Locker,1128299,12/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60,175,10500,4200,0.4,Outlet
Foot Locker,1128299,12/31/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70,175,12250,4288,0.35,Outlet
Foot Locker,1128299,1/1/2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75,275,20625,6188,0.3,Outlet
Foot Locker,1128299,8/6/2020,West,Washington,Seattle,Men's Street Footwear,45,1050,47250,21263,0.45,In-store
Foot Locker,1128299,8/7/2020,West,Washington,Seattle,Men's Athletic Footwear,45,850,38250,13388,0.35,In-store
Foot Locker,1128299,8/8/2020,West,Washington,Seattle,Women's Street Footwear,35,850,29750,7438,0.25,In-store
Foot Locker,1128299,8/9/2020,West,Washington,Seattle,Women's Athletic Footwear,40,700,28000,8400,0.3,In-store
Foot Locker,1128299,8/10/2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14438,0.35,In-store
Foot Locker,1128299,8/11/2020,Southeast,Florida,Miami,Women's Apparel,45,850,38250,19125,0.5,In-store
Foot Locker,1128299,8/12/2020,Southeast,Florida,Miami,Men's Street Footwear,45,1100,49500,22275,0.45,In-store
Foot Locker,1128299,8/13/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,33750,11813,0.35,In-store
Foot Locker,1128299,8/14/2020,Southeast,Florida,Miami,Women's Street Footwear,35,800,28000,7000,0.25,In-store
Foot Locker,1128299,8/16/2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14438,0.35,In-store
Foot Locker,1128299,8/17/2020,Southeast,Florida,Miami,Women's Apparel,45,850,38250,19125,0.5,In-store
Foot Locker,1128299,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,45,1070,48150,21668,0.45,In-store
Foot Locker,1128299,8/19/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,33750,11813,0.35,In-store
Foot Locker,1128299,8/20/2020,Southeast,Florida,Miami,Women's Street Footwear,35,775,27125,6781,0.25,In-store
Foot Locker,1128299,8/21/2020,Southeast,Florida,Miami,Women's Athletic Footwear,40,625,25000,7500,0.3,In-store
Foot Locker,1128299,8/22/2020,Southeast,Florida,Miami,Men's Apparel,55,675,37125,12994,0.35,In-store
Foot Locker,1128299,8/23/2020,Southeast,Florida,Miami,Women's Apparel,45,775,34875,17438,0.5,In-store
Foot Locker,1128299,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,45,1025,46125,20756,0.45,In-store
Foot Locker,1128299,4/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,45,725,32625,11419,0.35,In-store
Foot Locker,1128299,9/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,45,775,34875,10463,0.3,In-store
Foot Locker,1128299,9/21/2020,Southeast,Florida,Miami,Men's Apparel,55,750,41250,14438,0.35,In-store
Foot Locker,1128299,9/22/2020,Southeast,Florida,Miami,Women's Apparel,60,925,55500,27750,0.5,In-store
Foot Locker,1128299,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,55,1050,57750,25988,0.45,In-store
Foot Locker,1128299,9/24/2020,Southeast,Florida,Miami,Men's Athletic Footwear,50,850,42500,14875,0.35,In-store
Foot Locker,1128299,5/24/2020,Southeast,Florida,Miami,Men's Apparel,65,775,50375,17631,0.35,In-store
Foot Locker,1128299,5/24/2020,Southeast,Florida,Miami,Women's Apparel,70,875,61250,30625,0.5,In-store
Foot Locker,1128299,10/17/2020,Southeast,Florida,Miami,Men's Street Footwear,35,450,15750,5513,0.35,In-store
Foot Locker,1128299,10/18/2020,Southeast,Florida,Miami,Men's Athletic Footwear,35,250,8750,2625,0.3,In-store
Foot Locker,1128299,10/19/2020,Southeast,Florida,Miami,Women's Street Footwear,25,250,6250,1875,0.3,In-store
Foot Locker,1128299,10/20/2020,Southeast,Florida,Miami,Women's Athletic Footwear,30,100,3000,1050,0.35,In-store
Foot Locker,1128299,10/21/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,6750,2025,0.3,In-store
Foot Locker,1128299,10/22/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,35,250,8750,3938,0.45,In-store
Foot Locker,1128299,10/23/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,500,17500,6125,0.35,In-store
Foot Locker,1128299,10/24/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,150,5250,1575,0.3,In-store
Foot Locker,1128299,10/25/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,200,5000,1500,0.3,In-store
Foot Locker,1128299,10/26/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30,75,2250,788,0.35,In-store
Foot Locker,1128299,10/27/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,6750,2025,0.3,In-store
Foot Locker,1128299,10/28/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,35,225,7875,3544,0.45,In-store
Foot Locker,1128299,10/29/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,445,17800,6230,0.35,In-store
Foot Locker,1128299,10/30/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,125,5000,1500,0.3,In-store
Foot Locker,1128299,10/31/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,5250,1575,0.3,In-store
Foot Locker,1128299,11/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,875,306,0.35,In-store
Foot Locker,1128299,11/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,75,3750,1125,0.3,In-store
Foot Locker,1128299,11/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,0.45,In-store
Foot Locker,1128299,11/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40,400,16000,5600,0.35,In-store
Foot Locker,1128299,11/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,100,4000,1200,0.3,In-store
Foot Locker,1128299,11/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,100,3000,900,0.3,In-store
Foot Locker,1128299,11/7/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,25,875,306,0.35,In-store
Foot Locker,1128299,11/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,50,2500,750,0.3,In-store
Foot Locker,1128299,11/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,3150,0.45,In-store
Foot Locker,1128299,11/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,445,22250,7788,0.35,In-store
Foot Locker,1128299,11/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,150,6750,2025,0.3,In-store
Foot Locker,1128299,11/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,125,5000,1500,0.3,In-store
Foot Locker,1128299,11/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,50,2000,700,0.35,In-store
Foot Locker,1128299,11/14/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,55,75,4125,1238,0.3,In-store
Foot Locker,1128299,11/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,60,175,10500,4725,0.45,In-store
Foot Locker,1128299,11/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,425,19125,6694,0.35,Outlet
Foot Locker,1128299,11/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,175,7000,2100,0.3,Outlet
Foot Locker,1128299,11/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,175,6125,1838,0.3,Outlet
Foot Locker,1128299,11/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,150,5250,1838,0.35,Outlet
Foot Locker,1128299,11/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,150,7500,2250,0.3,Outlet
Foot Locker,1128299,11/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,55,325,17875,8044,0.45,Outlet
Foot Locker,1128299,11/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,550,27500,9625,0.35,Outlet
Foot Locker,1128299,11/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,13500,4050,0.3,Outlet
Foot Locker,1128299,11/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,0.3,Outlet
Foot Locker,1128299,11/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,175,7000,2450,0.35,Outlet
Foot Locker,1128299,11/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,50,200,10000,3000,0.3,Outlet
Foot Locker,1128299,11/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,55,375,20625,9281,0.45,Outlet
Foot Locker,1128299,11/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,525,26250,9188,0.35,Outlet
Foot Locker,1128299,11/29/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,300,13500,4050,0.3,Outlet
Foot Locker,1128299,11/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,225,9000,2700,0.3,Outlet
Foot Locker,1128299,12/1/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,6125,2144,0.35,Outlet
Foot Locker,1128299,12/2/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,150,6750,2025,0.3,Outlet
Foot Locker,1128299,12/3/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,50,325,16250,7313,0.45,Outlet
Foot Locker,1128299,12/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,450,20250,7088,0.35,Outlet
Foot Locker,1128299,12/5/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,250,10000,3000,0.3,Outlet
Foot Locker,1128299,12/6/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25,150,3750,1125,0.3,Outlet
Foot Locker,1128299,12/7/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,25,125,3125,1094,0.35,Outlet
Foot Locker,1128299,12/8/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,35,125,4375,1313,0.3,Outlet
Foot Locker,1128299,12/9/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,40,200,8000,3600,0.45,Outlet
Foot Locker,1128299,12/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45,375,16875,5906,0.35,Outlet
Foot Locker,1128299,12/11/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35,200,7000,2100,0.3,Outlet
Foot Locker,1128299,12/12/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,100,3500,1050,0.3,Outlet
Foot Locker,1128299,12/13/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,75,2625,919,0.35,Outlet
Foot Locker,1128299,12/14/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,45,75,3375,1013,0.3,Outlet
Foot Locker,1128299,12/15/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,50,200,10000,4500,0.45,Outlet
Foot Locker,1128299,12/16/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,350,17500,6125,0.35,Outlet
Foot Locker,1128299,12/17/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,200,8000,2400,0.3,Outlet
Foot Locker,1128299,12/18/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40,145,5800,1740,0.3,Outlet
Foot Locker,1128299,12/19/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,150,6000,2100,0.35,Outlet
Foot Locker,1128299,12/20/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,55,125,6875,2063,0.3,Outlet
Foot Locker,1128299,12/21/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,60,225,13500,6075,0.45,Outlet
Foot Locker,1128299,12/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,55,475,26125,9144,0.35,Outlet
Foot Locker,1128299,12/23/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45,275,12375,3713,0.3,Outlet
Foot Locker,1128299,12/24/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45,225,10125,3038,0.3,Outlet
Foot Locker,1128299,12/25/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,175,7875,2756,0.35,Outlet
Foot Locker,1128299,12/26/2020,Midwest,Minnesota,Minneapolis,Men's Apparel,55,175,9625,2888,0.3,Outlet
Foot Locker,1128299,12/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,60,275,16500,7425,0.45,Outlet
Foot Locker,1128299,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,35,425,14875,5950,0.4,Outlet
Foot Locker,1128299,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35,225,7875,2756,0.35,Outlet
Foot Locker,1128299,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,25,225,5625,1969,0.35,Outlet
Foot Locker,1128299,5/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30,75,2250,900,0.4,Outlet
Foot Locker,1128299,5/25/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,125,5625,1969,0.35,Outlet
Foot Locker,1128299,5/26/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,225,7875,3938,0.5,Outlet
Foot Locker,1128299,5/27/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,35,475,16625,6650,0.4,Outlet
Foot Locker,1128299,5/28/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,125,4375,1531,0.35,Outlet
Foot Locker,1128299,5/29/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,4375,1531,0.35,Outlet
Foot Locker,1128299,5/30/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,1500,600,0.4,Outlet
Foot Locker,1128299,5/31/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,125,5625,1969,0.35,Outlet
Foot Locker,1128299,6/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,200,7000,3500,0.5,Outlet
Foot Locker,1128299,6/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,420,16800,6720,0.4,Outlet
Foot Locker,1128299,6/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,100,4000,1400,0.35,Outlet
Foot Locker,1128299,6/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,150,4500,1575,0.35,Outlet
Foot Locker,1128299,6/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,2500,875,0.35,Outlet
Foot Locker,1128299,6/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,40,150,6000,3000,0.5,Outlet
Foot Locker,1128299,6/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,375,15000,6000,0.4,Outlet
Foot Locker,1128299,6/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,75,2625,919,0.35,Outlet
Foot Locker,1128299,6/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,75,1875,656,0.35,Outlet
Foot Locker,1128299,6/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,25,1125,394,0.35,Outlet
Foot Locker,1128299,6/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,150,5250,2625,0.5,Outlet
Foot Locker,1128299,6/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,420,18900,7560,0.4,Outlet
Foot Locker,1128299,6/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,125,5000,1750,0.35,Outlet
Foot Locker,1128299,6/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,100,3500,1225,0.35,Outlet
Foot Locker,1128299,6/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,25,875,350,0.4,Outlet
Foot Locker,1128299,6/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,50,2500,875,0.35,Outlet
Foot Locker,1128299,6/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,55,150,8250,4125,0.5,Outlet
Foot Locker,1128299,6/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,16000,6400,0.4,Outlet
Foot Locker,1128299,6/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,150,5250,1838,0.35,Outlet
Foot Locker,1128299,6/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,175,5250,1838,0.35,Outlet
Foot Locker,1128299,6/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,150,4500,1800,0.4,Outlet
Foot Locker,1128299,6/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,150,6750,2363,0.35,Outlet
Foot Locker,1128299,6/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,50,325,16250,8125,0.5,Outlet
Foot Locker,1128299,6/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,550,24750,9900,0.4,Outlet
Foot Locker,1128299,6/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,300,12000,4200,0.35,Outlet
Foot Locker,1128299,6/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35,225,7875,2756,0.35,Outlet
Foot Locker,1128299,6/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,6125,2450,0.4,Outlet
Foot Locker,1128299,6/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,45,175,7875,2756,0.35,Outlet
Foot Locker,1128299,7/1/2021,Midwest,Nebraska,Omaha,Women's Apparel,50,350,17500,8750,0.5,Outlet
Foot Locker,1128299,7/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45,500,22500,9000,0.4,Outlet
Foot Locker,1128299,7/3/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45,275,12375,4331,0.35,Outlet
Foot Locker,1128299,7/4/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,8000,2800,0.35,Outlet
Foot Locker,1128299,7/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,3750,1500,0.4,Outlet
Foot Locker,1128299,7/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,40,100,4000,1400,0.35,Outlet
Foot Locker,1128299,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,45,275,12375,6188,0.5,Outlet
Foot Locker,1128299,7/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,400,16000,6400,0.4,Outlet
Foot Locker,1128299,7/9/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,200,7000,2450,0.35,Outlet
Foot Locker,1128299,7/10/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,20,100,2000,700,0.35,Outlet
Foot Locker,1128299,7/11/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20,75,1500,600,0.4,Outlet
Foot Locker,1128299,7/12/2021,Midwest,Nebraska,Omaha,Men's Apparel,30,75,2250,788,0.35,Outlet
Foot Locker,1128299,7/13/2021,Midwest,Nebraska,Omaha,Women's Apparel,35,150,5250,2625,0.5,Outlet
Foot Locker,1128299,7/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,325,13000,5200,0.4,Outlet
Foot Locker,1128299,7/15/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,150,4500,1575,0.35,Outlet
Foot Locker,1128299,7/16/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,50,1500,525,0.35,Outlet
Foot Locker,1128299,7/17/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,25,750,300,0.4,Outlet
Foot Locker,1128299,7/18/2021,Midwest,Nebraska,Omaha,Men's Apparel,40,25,1000,350,0.35,Outlet
Foot Locker,1128299,7/19/2021,Midwest,Nebraska,Omaha,Women's Apparel,45,150,6750,3375,0.5,Outlet
Foot Locker,1128299,7/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40,300,12000,4800,0.4,Outlet
Foot Locker,1128299,7/21/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30,150,4500,1575,0.35,Outlet
Foot Locker,1128299,7/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,95,2850,998,0.35,Outlet
Foot Locker,1128299,7/23/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,125,3750,1500,0.4,Outlet
Foot Locker,1128299,7/24/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,100,5000,1750,0.35,Outlet
Foot Locker,1128299,7/25/2021,Midwest,Nebraska,Omaha,Women's Apparel,55,200,11000,5500,0.5,Outlet
Foot Locker,1128299,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50,450,22500,9000,0.4,Outlet
Foot Locker,1128299,7/27/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,250,10000,3500,0.35,Outlet
Foot Locker,1128299,7/28/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40,200,8000,2800,0.35,Outlet
Foot Locker,1128299,7/29/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,40,150,6000,2400,0.4,Outlet
Foot Locker,1128299,7/30/2021,Midwest,Nebraska,Omaha,Men's Apparel,50,150,7500,2625,0.35,Outlet
Foot Locker,1128299,7/31/2021,Midwest,Nebraska,Omaha,Women's Apparel,55,250,13750,6875,0.5,Outlet
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35,375,13125,3281,0.25,Outlet
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,16875,3375,0.2,Outlet
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Street Footwear,45,375,16875,4219,0.25,Outlet
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Athletic Footwear,45,225,10125,2531,0.25,Outlet
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Men's Apparel,50,175,8750,1313,0.15,Outlet
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Apparel,45,425,19125,7650,0.4,Outlet
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Street Footwear,35,475,16625,4156,0.25,Outlet
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,45,375,16875,3375,0.2,Outlet
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Women's Street Footwear,45,375,16875,4219,0.25,Outlet
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,45,225,10125,2531,0.25,Outlet
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Men's Apparel,50,150,7500,1125,0.15,Outlet
Foot Locker,1128299,2/10/2021,West,Hawaii,Honolulu,Women's Apparel,45,350,15750,6300,0.4,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Street Footwear,45,500,22500,5625,0.25,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,55,350,19250,3850,0.2,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Street Footwear,60,375,22500,5625,0.25,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,15125,3781,0.25,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Men's Apparel,60,125,7500,1125,0.15,Outlet
Foot Locker,1128299,3/9/2021,West,Hawaii,Honolulu,Women's Apparel,55,325,17875,7150,0.4,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,60,500,30000,7500,0.25,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,65,300,19500,3900,0.2,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,65,350,22750,5688,0.25,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,50,250,12500,3125,0.25,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Men's Apparel,55,150,8250,1238,0.15,Outlet
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Apparel,70,325,22750,9100,0.4,Outlet
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,55,525,28875,7219,0.25,Outlet
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,60,375,22500,4500,0.2,Outlet
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,60,375,22500,5625,0.25,Outlet
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Athletic Footwear,55,275,15125,3781,0.25,Outlet
